town,price,year
surf city,2900000.0,2023.0
surf city,1500000.0,2023.0
surf city,2725000.0,2024.0
interlaken,650000.0,2017.0
interlaken,660000.0,2017.0
interlaken,750000.0,2017.0
interlaken,995000.0,2018.0
interlaken,625000.0,2014.0
interlaken,650000.0,2008.0
interlaken,600000.0,2009.0
interlaken,615000.0,nan
interlaken,1175000.0,2009.0
interlaken,980000.0,2010.0
interlaken,625000.0,nan
interlaken,750000.0,nan
interlaken,760000.0,2011.0
interlaken,735000.0,2011.0
interlaken,625000.0,2011.0
interlaken,600000.0,2011.0
interlaken,900000.0,2012.0
interlaken,850000.0,2012.0
interlaken,702500.0,2012.0
interlaken,752500.0,2012.0
interlaken,650000.0,2012.0
interlaken,756000.0,2012.0
interlaken,685000.0,2012.0
interlaken,740000.0,2014.0
interlaken,1160000.0,2013.0
interlaken,752500.0,2013.0
interlaken,820000.0,2013.0
interlaken,980000.0,2013.0
interlaken,1110000.0,2014.0
interlaken,610000.0,2013.0
interlaken,920000.0,2019.0
interlaken,1550000.0,2019.0
interlaken,800000.0,2019.0
interlaken,1150000.0,2020.0
interlaken,755000.0,2019.0
interlaken,783499.0,2019.0
interlaken,785000.0,2013.0
interlaken,650000.0,2014.0
interlaken,900000.0,2014.0
interlaken,675000.0,2014.0
interlaken,910000.0,2014.0
interlaken,700000.0,2014.0
interlaken,757500.0,2014.0
interlaken,1360000.0,2015.0
interlaken,640000.0,2015.0
interlaken,618000.0,2014.0
interlaken,1195000.0,2015.0
interlaken,620000.0,2014.0
interlaken,735000.0,2013.0
interlaken,840000.0,2015.0
interlaken,660000.0,2015.0
interlaken,615500.0,2014.0
interlaken,727000.0,2015.0
interlaken,1387500.0,2015.0
interlaken,815000.0,2015.0
interlaken,822500.0,2015.0
interlaken,999900.0,2015.0
interlaken,675000.0,2016.0
interlaken,1125000.0,2015.0
interlaken,1225000.0,2015.0
interlaken,820000.0,2019.0
interlaken,601000.0,2016.0
interlaken,700000.0,2016.0
interlaken,837500.0,2016.0
interlaken,905000.0,2016.0
interlaken,1585000.0,2016.0
interlaken,609500.0,2016.0
interlaken,1715000.0,2017.0
interlaken,675000.0,2017.0
interlaken,1425000.0,2017.0
interlaken,861000.0,2017.0
interlaken,775000.0,2017.0
interlaken,659900.0,2019.0
interlaken,815000.0,2018.0
interlaken,2000000.0,2018.0
interlaken,805000.0,2018.0
interlaken,815000.0,2018.0
interlaken,1750000.0,2018.0
interlaken,980000.0,2018.0
interlaken,770000.0,2018.0
interlaken,771000.0,2018.0
interlaken,1150000.0,2018.0
interlaken,999999.0,2018.0
interlaken,887000.0,2018.0
interlaken,825000.0,2019.0
interlaken,990000.0,2020.0
interlaken,779000.0,2019.0
interlaken,1100000.0,2020.0
interlaken,1060000.0,2020.0
interlaken,785000.0,2020.0
interlaken,2000000.0,2019.0
interlaken,736000.0,2020.0
interlaken,687000.0,2020.0
interlaken,1200000.0,2021.0
interlaken,899900.0,2022.0
interlaken,1059000.0,2022.0
interlaken,1310000.0,2021.0
interlaken,975000.0,2021.0
interlaken,955000.0,2021.0
interlaken,725000.0,2021.0
interlaken,1330000.0,2021.0
interlaken,1712000.0,2021.0
interlaken,1300000.0,2022.0
interlaken,1050000.0,2022.0
interlaken,1677500.0,2022.0
interlaken,950000.0,2021.0
interlaken,965400.0,2021.0
interlaken,821000.0,2021.0
interlaken,999999.0,2022.0
interlaken,1350000.0,2023.0
interlaken,1175000.0,2022.0
interlaken,1400000.0,2023.0
interlaken,1100000.0,2022.0
interlaken,2000000.0,2022.0
interlaken,1499000.0,2023.0
interlaken,1435000.0,2023.0
interlaken,3775000.0,2024.0
interlaken,2000000.0,2023.0
interlaken,1300000.0,2023.0
interlaken,1175000.0,2023.0
manasquan,1530000.0,2018.0
manasquan,1300000.0,2017.0
manasquan,1100000.0,2017.0
manasquan,783500.0,2017.0
manasquan,1621000.0,2017.0
manasquan,788050.0,2017.0
manasquan,615000.0,2017.0
manasquan,812000.0,2017.0
manasquan,940000.0,nan
manasquan,753900.0,2017.0
manasquan,625000.0,2017.0
manasquan,800000.0,2017.0
manasquan,1340000.0,2017.0
manasquan,730000.0,2017.0
manasquan,650000.0,2017.0
manasquan,690000.0,2017.0
manasquan,630000.0,2017.0
manasquan,695000.0,2017.0
manasquan,620000.0,2017.0
manasquan,1239000.0,2019.0
manasquan,635000.0,2017.0
manasquan,2462500.0,nan
manasquan,730000.0,2018.0
manasquan,999000.0,2017.0
manasquan,820000.0,2018.0
manasquan,750000.0,2018.0
manasquan,1500000.0,2017.0
manasquan,670000.0,2017.0
manasquan,632500.0,2017.0
manasquan,939000.0,2019.0
manasquan,1055000.0,2019.0
manasquan,650000.0,2017.0
manasquan,2280850.0,2017.0
manasquan,600000.0,2018.0
manasquan,740000.0,2017.0
manasquan,1115000.0,2018.0
manasquan,665000.0,2018.0
manasquan,764000.0,2018.0
manasquan,820000.0,2016.0
manasquan,712000.0,2018.0
manasquan,685000.0,2018.0
manasquan,841750.0,2018.0
manasquan,920000.0,2017.0
manasquan,740000.0,2017.0
manasquan,630000.0,2017.0
manasquan,1350000.0,2018.0
manasquan,685000.0,2018.0
manasquan,2200000.0,2018.0
manasquan,785000.0,2014.0
manasquan,865000.0,2015.0
manasquan,1300000.0,2017.0
manasquan,2300000.0,2023.0
manasquan,2285000.0,2022.0
manasquan,955000.0,2009.0
manasquan,600000.0,nan
manasquan,715000.0,2010.0
manasquan,780000.0,2011.0
manasquan,690000.0,2011.0
manasquan,1070000.0,2013.0
manasquan,767000.0,2013.0
manasquan,890000.0,2008.0
manasquan,630000.0,2008.0
manasquan,736427.0,nan
manasquan,765343.0,nan
manasquan,865000.0,2009.0
manasquan,956000.0,2008.0
manasquan,710000.0,2009.0
manasquan,1500000.0,nan
manasquan,619000.0,2009.0
manasquan,650000.0,2009.0
manasquan,742000.0,2009.0
manasquan,730000.0,nan
manasquan,840000.0,2009.0
manasquan,740000.0,2009.0
manasquan,610500.0,2009.0
manasquan,640000.0,2010.0
manasquan,737000.0,2009.0
manasquan,700000.0,2009.0
manasquan,650000.0,2009.0
manasquan,720000.0,2009.0
manasquan,1850000.0,2009.0
manasquan,975000.0,2009.0
manasquan,725000.0,2009.0
manasquan,680000.0,2009.0
manasquan,650000.0,2010.0
manasquan,660000.0,2010.0
manasquan,635000.0,2010.0
manasquan,762000.0,2010.0
manasquan,675000.0,nan
manasquan,836000.0,nan
manasquan,730000.0,2010.0
manasquan,1440000.0,2010.0
manasquan,725000.0,2010.0
manasquan,652000.0,2011.0
manasquan,957250.0,nan
manasquan,784300.0,2010.0
manasquan,705000.0,nan
manasquan,687500.0,2010.0
manasquan,620000.0,2011.0
manasquan,650000.0,2010.0
manasquan,737210.0,nan
manasquan,685000.0,2011.0
manasquan,745000.0,2010.0
manasquan,750000.0,2010.0
manasquan,945000.0,2011.0
manasquan,610000.0,2011.0
manasquan,780000.0,2011.0
manasquan,715000.0,2011.0
manasquan,850000.0,2011.0
manasquan,700000.0,2011.0
manasquan,625000.0,2013.0
manasquan,770000.0,2011.0
manasquan,685000.0,nan
manasquan,740000.0,2011.0
manasquan,604350.0,2012.0
manasquan,985000.0,2011.0
manasquan,685000.0,2011.0
manasquan,870000.0,2011.0
manasquan,769000.0,2011.0
manasquan,615000.0,2011.0
manasquan,630000.0,2011.0
manasquan,850000.0,2011.0
manasquan,934200.0,2011.0
manasquan,650000.0,2011.0
manasquan,2200000.0,2011.0
manasquan,3000000.0,2012.0
manasquan,750000.0,2011.0
manasquan,1645000.0,2013.0
manasquan,719900.0,2013.0
manasquan,825000.0,2012.0
manasquan,707500.0,2012.0
manasquan,650000.0,2012.0
manasquan,951000.0,2012.0
manasquan,950000.0,2012.0
manasquan,750000.0,2012.0
manasquan,1150000.0,2012.0
manasquan,714000.0,2012.0
manasquan,750000.0,2012.0
manasquan,600000.0,2012.0
manasquan,630000.0,2012.0
manasquan,822500.0,2012.0
manasquan,695000.0,nan
manasquan,800000.0,2012.0
manasquan,625000.0,2012.0
manasquan,690000.0,2012.0
manasquan,1049000.0,nan
manasquan,800000.0,2012.0
manasquan,745000.0,2013.0
manasquan,650000.0,2012.0
manasquan,955000.0,2012.0
manasquan,910000.0,nan
manasquan,850000.0,2012.0
manasquan,1060000.0,2012.0
manasquan,1075000.0,2012.0
manasquan,720000.0,2013.0
manasquan,754000.0,2013.0
manasquan,697000.0,2013.0
manasquan,619000.0,2013.0
manasquan,874000.0,2013.0
manasquan,900000.0,2013.0
manasquan,876000.0,2014.0
manasquan,999000.0,2013.0
manasquan,890000.0,2013.0
manasquan,676438.0,2013.0
manasquan,602500.0,2014.0
manasquan,799900.0,nan
manasquan,600000.0,2013.0
manasquan,810000.0,2013.0
manasquan,725000.0,2013.0
manasquan,926500.0,2013.0
manasquan,1160000.0,2013.0
manasquan,1775000.0,2019.0
manasquan,1318750.0,2019.0
manasquan,815000.0,2019.0
manasquan,825000.0,2018.0
manasquan,959900.0,2018.0
manasquan,750000.0,2019.0
manasquan,875000.0,2019.0
manasquan,904000.0,2019.0
manasquan,1050000.0,2019.0
manasquan,789000.0,2019.0
manasquan,2210000.0,2019.0
manasquan,740000.0,2019.0
manasquan,899000.0,2019.0
manasquan,1600000.0,2020.0
manasquan,1275500.0,2019.0
manasquan,662500.0,nan
manasquan,2442000.0,2019.0
manasquan,2495000.0,2019.0
manasquan,765000.0,2019.0
manasquan,1080000.0,2019.0
manasquan,1250000.0,2019.0
manasquan,1745000.0,2019.0
manasquan,825000.0,2019.0
manasquan,2850000.0,2019.0
manasquan,1150100.0,2019.0
manasquan,711000.0,2019.0
manasquan,989000.0,2019.0
manasquan,1195000.0,2019.0
manasquan,1750000.0,2019.0
manasquan,975000.0,2019.0
manasquan,1150000.0,2019.0
manasquan,675000.0,2019.0
manasquan,945000.0,2019.0
manasquan,810000.0,2019.0
manasquan,1135000.0,2019.0
manasquan,620000.0,2019.0
manasquan,945000.0,2019.0
manasquan,625000.0,2019.0
manasquan,1100000.0,2019.0
manasquan,1050000.0,2019.0
manasquan,790000.0,2019.0
manasquan,610000.0,2020.0
manasquan,1350000.0,2020.0
manasquan,910000.0,2019.0
manasquan,897000.0,2019.0
manasquan,699900.0,2019.0
manasquan,1024000.0,2019.0
manasquan,605000.0,2019.0
manasquan,670000.0,2019.0
manasquan,620000.0,2019.0
manasquan,1250000.0,2019.0
manasquan,1075000.0,2019.0
manasquan,1620000.0,nan
manasquan,688500.0,2014.0
manasquan,870000.0,2013.0
manasquan,648856.0,2013.0
manasquan,875000.0,2019.0
manasquan,1175000.0,2019.0
manasquan,692500.0,nan
manasquan,719500.0,2014.0
manasquan,699000.0,2014.0
manasquan,762500.0,2014.0
manasquan,987000.0,2013.0
manasquan,1550600.0,2013.0
manasquan,749000.0,2013.0
manasquan,617500.0,nan
manasquan,755000.0,2013.0
manasquan,784500.0,2014.0
manasquan,665000.0,2014.0
manasquan,650000.0,2014.0
manasquan,1162500.0,2014.0
manasquan,697500.0,2014.0
manasquan,1250000.0,2014.0
manasquan,672000.0,2014.0
manasquan,615000.0,2014.0
manasquan,799000.0,nan
manasquan,1250000.0,2014.0
manasquan,1385000.0,nan
manasquan,690000.0,2014.0
manasquan,1200000.0,2013.0
manasquan,830000.0,2019.0
manasquan,675000.0,2018.0
manasquan,685000.0,2014.0
manasquan,1050000.0,2014.0
manasquan,1275000.0,2014.0
manasquan,840000.0,2014.0
manasquan,697000.0,2014.0
manasquan,745000.0,2014.0
manasquan,875000.0,2014.0
manasquan,800000.0,nan
manasquan,670000.0,2014.0
manasquan,725000.0,2014.0
manasquan,1075000.0,2013.0
manasquan,970000.0,2015.0
manasquan,1090000.0,2014.0
manasquan,2575000.0,2013.0
manasquan,1700000.0,2014.0
manasquan,600000.0,2014.0
manasquan,1150000.0,2014.0
manasquan,875000.0,nan
manasquan,900000.0,2014.0
manasquan,905000.0,2014.0
manasquan,750000.0,2014.0
manasquan,800000.0,nan
manasquan,780000.0,2014.0
manasquan,600000.0,2014.0
manasquan,625000.0,2014.0
manasquan,810000.0,2015.0
manasquan,870000.0,2014.0
manasquan,705000.0,2014.0
manasquan,787500.0,2014.0
manasquan,1075000.0,2014.0
manasquan,653000.0,2014.0
manasquan,735000.0,2015.0
manasquan,630000.0,2014.0
manasquan,794000.0,2015.0
manasquan,855000.0,2015.0
manasquan,1050000.0,2015.0
manasquan,632500.0,2015.0
manasquan,1715000.0,2019.0
manasquan,675000.0,2014.0
manasquan,640000.0,2015.0
manasquan,700000.0,2014.0
manasquan,639900.0,2015.0
manasquan,924890.0,2015.0
manasquan,1050000.0,nan
manasquan,740000.0,2015.0
manasquan,999000.0,2015.0
manasquan,700000.0,2015.0
manasquan,1230000.0,2015.0
manasquan,824000.0,2015.0
manasquan,601000.0,2015.0
manasquan,860000.0,2015.0
manasquan,705000.0,2015.0
manasquan,682500.0,2015.0
manasquan,745000.0,2014.0
manasquan,769400.0,2015.0
manasquan,785000.0,2015.0
manasquan,760000.0,2015.0
manasquan,792500.0,2015.0
manasquan,770000.0,2015.0
manasquan,1585000.0,2015.0
manasquan,925000.0,2015.0
manasquan,650000.0,2015.0
manasquan,700000.0,2015.0
manasquan,665500.0,2014.0
manasquan,775000.0,2014.0
manasquan,660000.0,2015.0
manasquan,870000.0,2015.0
manasquan,2100000.0,2016.0
manasquan,2850000.0,2015.0
manasquan,765000.0,2015.0
manasquan,819000.0,2015.0
manasquan,1150000.0,2015.0
manasquan,830000.0,2015.0
manasquan,925000.0,2015.0
manasquan,925000.0,2015.0
manasquan,669000.0,2015.0
manasquan,890000.0,2016.0
manasquan,700000.0,2016.0
manasquan,742000.0,2016.0
manasquan,1280000.0,2016.0
manasquan,1050000.0,2015.0
manasquan,725000.0,2016.0
manasquan,695000.0,2016.0
manasquan,959000.0,2016.0
manasquan,1375000.0,2016.0
manasquan,765000.0,2016.0
manasquan,642500.0,2016.0
manasquan,681000.0,nan
manasquan,785000.0,2016.0
manasquan,1089500.0,nan
manasquan,642500.0,2016.0
manasquan,875000.0,2014.0
manasquan,739500.0,2016.0
manasquan,1275000.0,2016.0
manasquan,614000.0,nan
manasquan,755000.0,2016.0
manasquan,617500.0,2016.0
manasquan,805000.0,2016.0
manasquan,750000.0,2016.0
manasquan,610000.0,2016.0
manasquan,642500.0,2016.0
manasquan,750000.0,2016.0
manasquan,660000.0,2016.0
manasquan,700000.0,2016.0
manasquan,2750000.0,2016.0
manasquan,957500.0,2016.0
manasquan,975000.0,2016.0
manasquan,927500.0,2016.0
manasquan,610000.0,2015.0
manasquan,676000.0,2016.0
manasquan,920000.0,2019.0
manasquan,710000.0,2016.0
manasquan,740000.0,2016.0
manasquan,1250000.0,2016.0
manasquan,615000.0,2016.0
manasquan,905000.0,2019.0
manasquan,699000.0,2017.0
manasquan,889900.0,2016.0
manasquan,862500.0,2016.0
manasquan,1384000.0,2016.0
manasquan,939000.0,2016.0
manasquan,710000.0,2016.0
manasquan,810100.0,2016.0
manasquan,870000.0,2016.0
manasquan,995000.0,2016.0
manasquan,775000.0,2016.0
manasquan,1050000.0,2016.0
manasquan,677000.0,2016.0
manasquan,969000.0,2019.0
manasquan,730000.0,2016.0
manasquan,660000.0,2016.0
manasquan,1230000.0,2016.0
manasquan,680000.0,2016.0
manasquan,760000.0,2016.0
manasquan,1300000.0,2016.0
manasquan,799900.0,2016.0
manasquan,740000.0,2016.0
manasquan,659000.0,2016.0
manasquan,1989000.0,2016.0
manasquan,700000.0,2016.0
manasquan,800000.0,2016.0
manasquan,975000.0,2016.0
manasquan,949000.0,2017.0
manasquan,835000.0,2016.0
manasquan,940000.0,2017.0
manasquan,637500.0,2016.0
manasquan,805000.0,2017.0
manasquan,943500.0,2017.0
manasquan,951500.0,nan
manasquan,600000.0,2016.0
manasquan,855000.0,nan
manasquan,634900.0,2019.0
manasquan,720000.0,2015.0
manasquan,763000.0,2017.0
manasquan,705100.0,2017.0
manasquan,1450000.0,nan
manasquan,1187500.0,2017.0
manasquan,970000.0,2017.0
manasquan,922500.0,nan
manasquan,862500.0,2017.0
manasquan,780000.0,2017.0
manasquan,690000.0,2017.0
manasquan,749900.0,2017.0
manasquan,730000.0,2017.0
manasquan,955280.0,2016.0
manasquan,1250000.0,2017.0
manasquan,859000.0,2017.0
manasquan,1550000.0,2017.0
manasquan,1197500.0,nan
manasquan,1050000.0,2017.0
manasquan,990000.0,2017.0
manasquan,629500.0,2017.0
manasquan,1805000.0,2017.0
manasquan,720000.0,nan
manasquan,632000.0,2017.0
manasquan,1075000.0,2017.0
manasquan,740000.0,2017.0
manasquan,660000.0,2017.0
manasquan,610500.0,2019.0
manasquan,1225000.0,2019.0
manasquan,1550000.0,2018.0
manasquan,795000.0,2018.0
manasquan,663500.0,2017.0
manasquan,675000.0,2018.0
manasquan,900000.0,2017.0
manasquan,1400000.0,2018.0
manasquan,645000.0,2018.0
manasquan,620000.0,2018.0
manasquan,690000.0,2018.0
manasquan,750000.0,2018.0
manasquan,887000.0,2018.0
manasquan,969000.0,2018.0
manasquan,909900.0,2018.0
manasquan,910000.0,2018.0
manasquan,1135000.0,nan
manasquan,850000.0,2018.0
manasquan,1250000.0,2018.0
manasquan,675000.0,2018.0
manasquan,825000.0,2018.0
manasquan,1112500.0,2019.0
manasquan,2350000.0,2018.0
manasquan,1540000.0,2018.0
manasquan,755000.0,2018.0
manasquan,655000.0,2018.0
manasquan,845000.0,2018.0
manasquan,850000.0,2018.0
manasquan,940000.0,2018.0
manasquan,935000.0,2018.0
manasquan,698250.0,2018.0
manasquan,665000.0,2018.0
manasquan,1010000.0,2018.0
manasquan,605000.0,2018.0
manasquan,912000.0,2018.0
manasquan,963500.0,2018.0
manasquan,725000.0,2018.0
manasquan,865000.0,2019.0
manasquan,1150000.0,2018.0
manasquan,740000.0,2018.0
manasquan,824000.0,2018.0
manasquan,1650000.0,2018.0
manasquan,990000.0,2018.0
manasquan,675000.0,2018.0
manasquan,672500.0,2018.0
manasquan,1250000.0,2018.0
manasquan,685000.0,2018.0
manasquan,650000.0,2018.0
manasquan,889000.0,2018.0
manasquan,1050000.0,2018.0
manasquan,1050000.0,nan
manasquan,817000.0,2019.0
manasquan,615000.0,2018.0
manasquan,1050000.0,2018.0
manasquan,714000.0,2018.0
manasquan,816000.0,2018.0
manasquan,960767.5,2018.0
manasquan,935000.0,2018.0
manasquan,3985900.0,2018.0
manasquan,662000.0,2018.0
manasquan,699950.0,2018.0
manasquan,950000.0,nan
manasquan,699000.0,2018.0
manasquan,925000.0,nan
manasquan,1200000.0,2018.0
manasquan,1334454.0,2018.0
manasquan,907500.0,nan
manasquan,1750000.0,2019.0
manasquan,850000.0,2019.0
manasquan,775000.0,2018.0
manasquan,740000.0,2019.0
manasquan,975000.0,2019.0
manasquan,630000.0,2019.0
manasquan,999999.0,2019.0
manasquan,1025000.0,2019.0
manasquan,1360000.0,2019.0
manasquan,655000.0,2019.0
manasquan,687000.0,2019.0
manasquan,740000.0,2018.0
manasquan,1125000.0,2019.0
manasquan,760000.0,2018.0
manasquan,1187500.0,2019.0
manasquan,825000.0,2019.0
manasquan,645000.0,2020.0
manasquan,635000.0,2019.0
manasquan,940000.0,2019.0
manasquan,635000.0,2019.0
manasquan,1675000.0,2019.0
manasquan,985000.0,2020.0
manasquan,1125000.0,2019.0
manasquan,1227000.0,2019.0
manasquan,680000.0,2019.0
manasquan,865000.0,2019.0
manasquan,800000.0,2019.0
manasquan,760000.0,2019.0
manasquan,1300000.0,2019.0
manasquan,1500000.0,2019.0
manasquan,731234.0,2020.0
manasquan,1375000.0,2019.0
manasquan,1200000.0,2020.0
manasquan,750000.0,2019.0
manasquan,1025000.0,2019.0
manasquan,875000.0,nan
manasquan,1420000.0,2019.0
manasquan,630000.0,2019.0
manasquan,999000.0,2019.0
manasquan,990425.0,2019.0
manasquan,1600000.0,2020.0
manasquan,5051120.0,2020.0
manasquan,830000.0,2019.0
manasquan,1290000.0,nan
manasquan,2325000.0,2019.0
manasquan,1175000.0,2020.0
manasquan,850000.0,2020.0
manasquan,2200000.0,2019.0
manasquan,1200000.0,2020.0
manasquan,649900.0,2019.0
manasquan,720000.0,2020.0
manasquan,990000.0,2020.0
manasquan,825000.0,2020.0
manasquan,821031.0,2020.0
manasquan,710000.0,nan
manasquan,1675000.0,2020.0
manasquan,765000.0,2020.0
manasquan,1775000.0,nan
manasquan,710000.0,2020.0
manasquan,1127000.0,2020.0
manasquan,1075000.0,2020.0
manasquan,1425000.0,2020.0
manasquan,767500.0,2020.0
manasquan,1049500.0,nan
manasquan,4782000.0,2023.0
manasquan,2650000.0,2019.0
manasquan,780000.0,2020.0
manasquan,665000.0,2020.0
manasquan,750000.0,2020.0
manasquan,1325000.0,2021.0
manasquan,1500000.0,2020.0
manasquan,975000.0,2020.0
manasquan,800000.0,2020.0
manasquan,1150000.0,2020.0
manasquan,1300000.0,2020.0
manasquan,1175000.0,2020.0
manasquan,1250000.0,2020.0
manasquan,645000.0,2020.0
manasquan,775000.0,2020.0
manasquan,1380074.0,2023.0
manasquan,1225000.0,2020.0
manasquan,760000.0,2020.0
manasquan,1110000.0,2020.0
manasquan,625000.0,2020.0
manasquan,1150000.0,2020.0
manasquan,700000.0,2020.0
manasquan,1550000.0,2020.0
manasquan,965000.0,2020.0
manasquan,2650000.0,2020.0
manasquan,785000.0,2020.0
manasquan,615000.0,2020.0
manasquan,815000.0,2020.0
manasquan,939000.0,2020.0
manasquan,1550000.0,2020.0
manasquan,710000.0,2020.0
manasquan,725000.0,2018.0
manasquan,920000.0,2020.0
manasquan,1350000.0,2020.0
manasquan,1100000.0,2021.0
manasquan,1575000.0,2020.0
manasquan,785000.0,2020.0
manasquan,945000.0,2020.0
manasquan,800000.0,2020.0
manasquan,1540000.0,2021.0
manasquan,899000.0,2019.0
manasquan,920000.0,2020.0
manasquan,1205000.0,2021.0
manasquan,995590.0,2021.0
manasquan,885000.0,2021.0
manasquan,600000.0,2021.0
manasquan,1475000.0,2022.0
manasquan,1175000.0,2020.0
manasquan,2600000.0,2021.0
manasquan,1400000.0,2020.0
manasquan,1620000.0,2021.0
manasquan,1150000.0,2021.0
manasquan,1351000.0,2021.0
manasquan,1400000.0,2021.0
manasquan,850000.0,2021.0
manasquan,2125000.0,2021.0
manasquan,852000.0,2021.0
manasquan,840000.0,2021.0
manasquan,1625000.0,nan
manasquan,1685000.0,nan
manasquan,1300000.0,2021.0
manasquan,2000000.0,2021.0
manasquan,600000.0,2021.0
manasquan,1600000.0,2021.0
manasquan,699000.0,2021.0
manasquan,925000.0,2021.0
manasquan,1525000.0,2021.0
manasquan,620000.0,nan
manasquan,999999.0,2021.0
manasquan,999999.0,2021.0
manasquan,1975000.0,2021.0
manasquan,1700000.0,2021.0
manasquan,1340000.0,2021.0
manasquan,625000.0,2021.0
manasquan,1375000.0,2021.0
manasquan,999000.0,nan
manasquan,999999.0,2021.0
manasquan,1900000.0,2021.0
manasquan,700000.0,nan
manasquan,820000.0,2021.0
manasquan,1750500.0,2021.0
manasquan,1100000.0,2021.0
manasquan,710000.0,2021.0
manasquan,1220000.0,2021.0
manasquan,3450000.0,2021.0
manasquan,1125000.0,2021.0
manasquan,1675000.0,2022.0
manasquan,610000.0,2021.0
manasquan,1300000.0,2021.0
manasquan,1330000.0,2021.0
manasquan,899000.0,2021.0
manasquan,1499000.0,2021.0
manasquan,800000.0,2021.0
manasquan,1220000.0,2021.0
manasquan,1275000.0,2021.0
manasquan,1650000.0,2021.0
manasquan,650000.0,2021.0
manasquan,1250000.0,2021.0
manasquan,850000.0,2021.0
manasquan,1650000.0,2021.0
manasquan,1750000.0,2021.0
manasquan,920000.0,2021.0
manasquan,940000.0,2021.0
manasquan,3400000.0,nan
manasquan,999999.0,2021.0
manasquan,1380000.0,2021.0
manasquan,650000.0,2021.0
manasquan,999000.0,2021.0
manasquan,1550000.0,2021.0
manasquan,675000.0,nan
manasquan,675000.0,2021.0
manasquan,765000.0,2021.0
manasquan,899000.0,2022.0
manasquan,850000.0,2021.0
manasquan,735000.0,2021.0
manasquan,645000.0,nan
manasquan,1800000.0,2021.0
manasquan,1250000.0,2022.0
manasquan,870000.0,2021.0
manasquan,1615000.0,2022.0
manasquan,1675000.0,2023.0
manasquan,1155000.0,2022.0
manasquan,635000.0,2021.0
manasquan,970000.0,2021.0
manasquan,1440000.0,2022.0
manasquan,855000.0,2022.0
manasquan,1191000.0,2022.0
manasquan,1200000.0,2022.0
manasquan,1520000.0,2022.0
manasquan,859000.0,nan
manasquan,899000.0,2022.0
manasquan,999000.0,2022.0
manasquan,2250000.0,2022.0
manasquan,735000.0,2021.0
manasquan,2650000.0,2022.0
manasquan,3100000.0,2022.0
manasquan,900000.0,2022.0
manasquan,1500000.0,2022.0
manasquan,999000.0,2022.0
manasquan,1660000.0,2022.0
manasquan,1450000.0,2022.0
manasquan,1285000.0,2022.0
manasquan,1110000.0,2022.0
manasquan,775000.0,2022.0
manasquan,849000.0,2022.0
manasquan,1425000.0,2021.0
manasquan,1703000.0,2022.0
manasquan,1875000.0,2022.0
manasquan,5200000.0,2022.0
manasquan,1030000.0,2021.0
manasquan,2800000.0,2022.0
manasquan,1750000.0,2022.0
manasquan,1925000.0,2022.0
manasquan,1295000.0,2022.0
manasquan,1700000.0,2020.0
manasquan,1053000.0,2022.0
manasquan,750000.0,2022.0
manasquan,969000.0,2022.0
manasquan,1175000.0,2022.0
manasquan,649000.0,2022.0
manasquan,865000.0,2022.0
manasquan,855000.0,2022.0
manasquan,925000.0,2022.0
manasquan,1550000.0,2022.0
manasquan,1250000.0,2022.0
manasquan,1190000.0,nan
manasquan,990000.0,2022.0
manasquan,1300000.0,nan
manasquan,1553000.0,2022.0
manasquan,1300000.0,2022.0
manasquan,1349000.0,2022.0
manasquan,700000.0,2022.0
manasquan,1675000.0,2022.0
manasquan,1235000.0,2022.0
manasquan,1625000.0,2022.0
manasquan,1900000.0,2022.0
manasquan,776000.0,2023.0
manasquan,965000.0,2023.0
manasquan,1800000.0,2023.0
manasquan,989500.0,nan
manasquan,839000.0,2023.0
manasquan,889000.0,nan
manasquan,2000000.0,2023.0
manasquan,930000.0,2023.0
manasquan,2550000.0,2023.0
manasquan,979500.0,2022.0
manasquan,1725000.0,2023.0
manasquan,950000.0,2022.0
manasquan,899000.0,2022.0
manasquan,1425000.0,2023.0
manasquan,1599000.0,2023.0
manasquan,1119500.0,2022.0
manasquan,979000.0,2022.0
manasquan,757500.0,2022.0
manasquan,1920000.0,nan
manasquan,1349000.0,2023.0
manasquan,899000.0,nan
manasquan,1350000.0,2022.0
manasquan,639000.0,2023.0
manasquan,1076000.0,2022.0
manasquan,1039500.0,nan
manasquan,929500.0,nan
manasquan,999999.0,nan
manasquan,875000.0,2022.0
manasquan,600000.0,2022.0
manasquan,1300000.0,2023.0
manasquan,949000.0,nan
manasquan,723000.0,2022.0
manasquan,1950000.0,2023.0
manasquan,1850000.0,2023.0
manasquan,1558000.0,2023.0
manasquan,2276399.0,nan
manasquan,865000.0,nan
manasquan,2000000.0,2023.0
manasquan,1650500.0,2023.0
manasquan,1100000.0,2023.0
manasquan,999500.0,2022.0
manasquan,1925000.0,nan
manasquan,1760000.0,nan
manasquan,1800000.0,2023.0
manasquan,700000.0,2023.0
manasquan,1875000.0,nan
manasquan,850000.0,2023.0
manasquan,1600000.0,2023.0
manasquan,949500.0,nan
manasquan,2377500.0,2023.0
manasquan,1425000.0,2023.0
manasquan,1100000.0,2023.0
manasquan,990000.0,2023.0
manasquan,919500.0,nan
manasquan,1450000.0,2023.0
manasquan,2925000.0,2023.0
manasquan,1985000.0,nan
manasquan,1635000.0,2023.0
manasquan,825000.0,2023.0
manasquan,1750000.0,2023.0
manasquan,915000.0,2023.0
